0,0,0,0
0.001,0,0,0
0.002,0,0,0
0.003,0,0,4.7251e-06
0.004,0,0,2.5371e-05
0.005,0,0,6.8389e-05
0.006,0,0,0.00013372
0.007,0,0,0.00022127
0.008,0,0,0.00033091
0.009,0,0,0.00046248
0.01,0,0,0.00061583
0.011,0,0,0.00079075
0.012,0,0,0.00098706
0.013,0,0,0.0012045
0.014,0,0,0.001443
0.015,0,0,0.0017022
0.016,0,0,0.0019819
0.017,0,0,0.0022819
0.018,0,0,0.0026019
0.019,0,0,0.0029418
0.02,0,0,0.0033013
0.021,0,0,0.0036802
0.022,0,0,0.0040783
0.023,0,0,0.0044953
0.024,0,0,0.004931
0.025,0,0,0.0053852
0.026,0,0,0.0058576
0.027,0,0,0.0063482
0.028,0,0,0.0068565
0.029,0,0,0.0073825
0.03,0,0,0.0079259
0.031,0,0,0.0084865
0.032,0,0,0.0090641
0.033,0,0,0.0096585
0.034,0,0,0.010269
0.035,0,0,0.010897
0.036,0,0,0.01154
0.037,0,0,0.0122
0.038,0,0,0.012875
0.039,0,0,0.013566
0.04,0,0,0.014273
0.041,0,0,0.014994
0.042,0,0,0.015731
0.043,0,0,0.016482
0.044,0,0,0.017249
0.045,0,0,0.018029
0.046,0,0,0.018824
0.047,0,0,0.019633
0.048,0,0,0.020457
0.049,0,0,0.021293
0.05,0,0,0.022144
0.051,0,0,0.023008
0.052,0,0,0.023886
0.053,0,0,0.024776
0.054,0,0,0.02568
0.055,0,0,0.026596
0.056,0,0,0.027526
0.057,0,0,0.028467
0.058,0,0,0.029422
0.059,0,0,0.030388
0.06,0,0,0.031367
0.061,0,0,0.032357
0.062,0,0,0.033359
0.063,0,0,0.034373
0.064,0,0,0.035398
0.065,0,0,0.036435
0.066,0,0,0.037483
0.067,0,0,0.038542
0.068,0,0,0.039612
0.069,0,0,0.040693
0.07,0,0,0.041785
0.071,0,0,0.042887
0.072,0,0,0.043999
0.073,0,0,0.045122
0.074,0,0,0.046255
0.075,0,0,0.047398
0.076,0,0,0.04855
0.077,0,0,0.049713
0.078,0,0,0.050885
0.079,0,0,0.052067
0.08,0,0,0.053258
0.081,0,0,0.054459
0.082,0,0,0.055669
0.083,0,0,0.056887
0.084,0,0,0.058115
0.085,0,0,0.059352
0.086,0,0,0.060597
0.087,0,0,0.061851
0.088,0,0,0.063113
0.089,0,0,0.064384
0.09,0,0,0.065663
0.091,0,0,0.06695
0.092,0,0,0.068246
0.093,0,0,0.069549
0.094,0,0,0.07086
0.095,0,0,0.07218
0.096,0,0,0.073506
0.097,0,0,0.074841
0.098,0,0,0.076182
0.099,0,0,0.077532
0.1,0,0,0.078888
0.101,0,0,0.080252
0.102,0,0,0.081624
0.103,0,0,0.083002
0.104,0,0,0.084388
0.105,0,0,0.08578
0.106,0,0,0.08718
0.107,0,0,0.088586
0.108,0,0,0.089999
0.109,0,0,0.091419
0.11,0,0,0.092845
0.111,0,0,0.094278
0.112,0,0,0.095717
0.113,0,0,0.097163
0.114,0,0,0.098615
0.115,0,0,0.10007
0.116,0,0,0.10154
0.117,0,0,0.10301
0.118,0,0,0.10448
0.119,0,0,0.10596
0.12,0,0,0.10745
0.121,0,0,0.10895
0.122,0,0,0.11044
0.123,0,0,0.11195
0.124,0,0,0.11346
0.125,0,0,0.11497
0.126,0,0,0.11649
0.127,0,0,0.11802
0.128,0,0,0.11955
0.129,0,0,0.12109
0.13,0,0,0.12263
0.131,0,0,0.12417
0.132,0,0,0.12573
0.133,0,0,0.12728
0.134,0,0,0.12884
0.135,0,0,0.13041
0.136,0,0,0.13198
0.137,0,0,0.13355
0.138,0,0,0.13513
0.139,0,0,0.13672
0.14,0,0,0.1383
0.141,0,0,0.1399
0.142,0,0,0.14149
0.143,0,0,0.14309
0.144,0,0,0.1447
0.145,0,0,0.14631
0.146,0,0,0.14792
0.147,0,0,0.14954
0.148,0,0,0.15116
0.149,0,0,0.15279
0.15,0,0,0.15442
0.151,0,0,0.15605
0.152,0,0,0.15769
0.153,0,0,0.15933
0.154,0,0,0.16097
0.155,0,0,0.16262
0.156,0,0,0.16427
0.157,0,0,0.16593
0.158,0,0,0.16759
0.159,0,0,0.16926
0.16,0,0,0.17092
0.161,0,0,0.17259
0.162,0,0,0.17427
0.163,0,0,0.17595
