0,0,0,0
0.001,0,0,0
0.002,0,0,0
0.003,0,0,0.0094501
0.004,0,0,0.031841
0.005,0,0,0.054194
0.006,0,0,0.076468
0.007,0,0,0.098629
0.008,0,0,0.12065
0.009,0,0,0.14251
0.01,0,0,0.16418
0.011,0,0,0.18567
0.012,0,0,0.20695
0.013,0,0,0.22802
0.014,0,0,0.24887
0.015,0,0,0.2695
0.016,0,0,0.2899
0.017,0,0,0.31008
0.018,0,0,0.33004
0.019,0,0,0.34976
0.02,0,0,0.36926
0.021,0,0,0.38853
0.022,0,0,0.40758
0.023,0,0,0.42641
0.024,0,0,0.44501
0.025,0,0,0.46339
0.026,0,0,0.48155
0.027,0,0,0.49949
0.028,0,0,0.51722
0.029,0,0,0.53474
0.03,0,0,0.55205
0.031,0,0,0.56915
0.032,0,0,0.58604
0.033,0,0,0.60273
0.034,0,0,0.61922
0.035,0,0,0.6355
0.036,0,0,0.6516
0.037,0,0,0.66749
0.038,0,0,0.68319
0.039,0,0,0.69871
0.04,0,0,0.71403
0.041,0,0,0.72917
0.042,0,0,0.74412
0.043,0,0,0.75889
0.044,0,0,0.77348
0.045,0,0,0.78789
0.046,0,0,0.80213
0.047,0,0,0.81619
0.048,0,0,0.83008
0.049,0,0,0.84382
0.05,0,0,0.85741
0.051,0,0,0.87084
0.052,0,0,0.8841
0.053,0,0,0.89719
0.054,0,0,0.91013
0.055,0,0,0.92291
0.056,0,0,0.93554
0.057,0,0,0.94801
0.058,0,0,0.96032
0.059,0,0,0.97249
0.06,0,0,0.9845
0.061,0,0,0.99637
0.062,0,0,1.0081
0.063,0,0,1.0197
0.064,0,0,1.0311
0.065,0,0,1.0424
0.066,0,0,1.0535
0.067,0,0,1.0646
0.068,0,0,1.0754
0.069,0,0,1.0862
0.07,0,0,1.0968
0.071,0,0,1.1073
0.072,0,0,1.1176
0.073,0,0,1.1278
0.074,0,0,1.1379
0.075,0,0,1.1479
0.076,0,0,1.1577
0.077,0,0,1.1675
0.078,0,0,1.1771
0.079,0,0,1.1865
0.08,0,0,1.1959
0.081,0,0,1.2051
0.082,0,0,1.2143
0.083,0,0,1.2233
0.084,0,0,1.2322
0.085,0,0,1.241
0.086,0,0,1.2496
0.087,0,0,1.2582
0.088,0,0,1.2666
0.089,0,0,1.275
0.09,0,0,1.2832
0.091,0,0,1.2914
0.092,0,0,1.2994
0.093,0,0,1.3073
0.094,0,0,1.3152
0.095,0,0,1.3229
0.096,0,0,1.3305
0.097,0,0,1.3381
0.098,0,0,1.3455
0.099,0,0,1.3529
0.1,0,0,1.3604
0.101,0,0,1.3677
0.102,0,0,1.3749
0.103,0,0,1.3821
0.104,0,0,1.3891
0.105,0,0,1.3961
0.106,0,0,1.403
0.107,0,0,1.4097
0.108,0,0,1.4164
0.109,0,0,1.4231
0.11,0,0,1.4296
0.111,0,0,1.436
0.112,0,0,1.4424
0.113,0,0,1.4487
0.114,0,0,1.4549
0.115,0,0,1.461
0.116,0,0,1.467
0.117,0,0,1.473
0.118,0,0,1.4789
0.119,0,0,1.4847
0.12,0,0,1.4904
0.121,0,0,1.4961
0.122,0,0,1.5017
0.123,0,0,1.5072
0.124,0,0,1.5126
0.125,0,0,1.518
0.126,0,0,1.5233
0.127,0,0,1.5285
0.128,0,0,1.5336
0.129,0,0,1.5387
0.13,0,0,1.5437
0.131,0,0,1.5487
0.132,0,0,1.5536
0.133,0,0,1.5584
0.134,0,0,1.5631
0.135,0,0,1.5678
0.136,0,0,1.5724
0.137,0,0,1.577
0.138,0,0,1.5815
0.139,0,0,1.5859
0.14,0,0,1.5903
0.141,0,0,1.5946
0.142,0,0,1.5989
0.143,0,0,1.6031
0.144,0,0,1.6072
0.145,0,0,1.6113
0.146,0,0,1.6154
0.147,0,0,1.6193
0.148,0,0,1.6232
0.149,0,0,1.6273
0.15,0,0,1.6313
0.151,0,0,1.6354
0.152,0,0,1.6394
0.153,0,0,1.6433
0.154,0,0,1.6472
0.155,0,0,1.651
0.156,0,0,1.6548
0.157,0,0,1.6585
0.158,0,0,1.6622
0.159,0,0,1.6658
0.16,0,0,1.6694
0.161,0,0,1.6729
0.162,0,0,1.6763
0.163,0,0,1.6798
0.164,0,0,1.6831
0.165,0,0,1.6865
0.166,0,0,1.6897
0.167,0,0,1.693
